date,platform,spend,impressions,clicks,attributed_sales,keyword,internal_sku
2026-06-05,blinkit,26.8,73,,0.0,patr,
2026-06-05,blinkit,46,126,,0.0,patra,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,4.4,11,,0.0,Others,
2026-06-05,blinkit,3.9,11,,0.0,compostable plates,
2026-06-05,blinkit,3.9,13,,0.0,sugarcane plates,
2026-06-05,blinkit,27.9,93,,0.0,areca plate,
2026-06-05,blinkit,0.6,2,,0.0,Others,
2026-06-05,blinkit,1.2,4,,0.0,Others,
2026-06-05,blinkit,185.4,618,,0.0,are,
2026-06-05,blinkit,7.5,25,,0.0,Others,
2026-06-05,blinkit,51.6,172,,0.0,areca,
2026-06-05,blinkit,7.8,26,,0.0,Others,
2026-06-05,blinkit,1.5,5,,0.0,Others,
2026-06-05,blinkit,3.6,12,,0.0,Others,
2026-06-05,blinkit,1.2,4,,0.0,Others,
2026-06-05,blinkit,9.3,31,,0.0,Others,
2026-06-05,blinkit,0.6,2,,0.0,Others,
2026-06-05,blinkit,5.7,19,,0.0,Others,
2026-06-05,blinkit,15.7,44,,0.0,bamboo plate,
2026-06-05,blinkit,58.7,163,,0.0,banana leaf plate,
2026-06-05,blinkit,2.3,6,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,245.7,701,,119.0,bana,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,26.7,73,,0.0,banana le,
2026-06-05,blinkit,51.5,141,,119.0,banana lea,
2026-06-05,blinkit,140.3,393,,119.0,banana leaf,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,2.3,6,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,1.4,4,,0.0,Others,
2026-06-05,blinkit,1.6,4,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,4.4,11,,0.0,Others,
2026-06-05,blinkit,2,5,,0.0,Others,
2026-06-05,blinkit,4.4,12,,0.0,Others,
2026-06-05,blinkit,3,8,,0.0,Others,
2026-06-05,blinkit,1.4,4,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,3.2,8,,0.0,Others,
2026-06-05,blinkit,4.7,12,,0.0,Others,
2026-06-05,blinkit,5.2,13,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,5.7,16,,0.0,Others,
2026-06-05,blinkit,11.1,30,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,2.1,7,,0.0,bagasse plates,
2026-06-05,blinkit,516,1720,,1290.0,disp,
2026-06-05,blinkit,295.2,984,,1082.0,disposa,
2026-06-05,blinkit,265.2,884,,1081.0,dispos,
2026-06-05,blinkit,72.3,241,,99.0,disposabl,
2026-06-05,blinkit,1102.8,3676,,5597.0,dispo,
2026-06-05,blinkit,636.6,2122,,1647.0,disposal,
2026-06-05,blinkit,8.4,28,,0.0,thermocol plate,
2026-06-05,blinkit,190.5,414,,99.0,steel plate,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,3.3,7,,99.0,Others,
2026-06-05,blinkit,34.9,74,,0.0,Others,
2026-06-05,blinkit,380.3,828,,426.0,plate,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,7.3,15,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,9.4,20,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,6.3,13,,0.0,Others,
2026-06-05,blinkit,2.8,6,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,2.3,5,,0.0,Others,
2026-06-05,blinkit,2.4,5,,189.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,19.4,41,,0.0,Others,
2026-06-05,blinkit,20.7,44,,0.0,Others,
2026-06-05,blinkit,121.5,263,,0.0,stee,
2026-06-05,blinkit,401.1,878,,0.0,steel,
2026-06-05,blinkit,15.7,34,,0.0,Others,
2026-06-05,blinkit,3.4,7,,0.0,Others,
2026-06-05,blinkit,8.8,18,,0.0,Others,
2026-06-05,blinkit,6.8,14,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,16.6,36,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,3.8,8,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,51,170,,69.0,plastic plate,
2026-06-05,blinkit,0.9,3,,0.0,Others,
2026-06-05,blinkit,0.3,1,,0.0,Others,
2026-06-05,blinkit,8.4,28,,0.0,plastic pl,
2026-06-05,blinkit,2.1,7,,0.0,plastic pla,
2026-06-05,blinkit,8.7,29,,0.0,plastic plant,
2026-06-05,blinkit,1.5,5,,0.0,plastic plants,
2026-06-05,blinkit,2.1,7,,0.0,plastic plat,
2026-06-05,blinkit,0.6,2,,0.0,Others,
2026-06-05,blinkit,9.3,31,,0.0,plastic plates,
2026-06-05,blinkit,1.2,4,,0.0,plasticplate,
2026-06-05,blinkit,0.6,2,,0.0,Others,
2026-06-05,blinkit,0.6,2,,0.0,Others,
2026-06-05,blinkit,2.7,9,,0.0,plate plastic,
2026-06-05,blinkit,1.2,4,,0.0,plates plastic,
2026-06-05,blinkit,79.6,199,,99.0,plastic bowl,
2026-06-05,blinkit,4,10,,0.0,Others,
2026-06-05,blinkit,4,10,,0.0,Others,
2026-06-05,blinkit,96.4,241,,0.0,bowl,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,2.4,6,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,1.6,4,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,13.6,34,,0.0,plas,
2026-06-05,blinkit,10.4,26,,0.0,plast,
2026-06-05,blinkit,2.4,6,,0.0,Others,
2026-06-05,blinkit,26,65,,0.0,plastic,
2026-06-05,blinkit,7.6,19,,0.0,Others,
2026-06-05,blinkit,1.6,4,,0.0,Others,
2026-06-05,blinkit,1.6,4,,0.0,Others,
2026-06-05,blinkit,28,70,,0.0,plastic bo,
2026-06-05,blinkit,2.8,7,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,8,20,,0.0,Others,
2026-06-05,blinkit,3.6,9,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,3.2,8,,0.0,Others,
2026-06-05,blinkit,0.4,1,,0.0,Others,
2026-06-05,blinkit,6.4,16,,0.0,Others,
2026-06-05,blinkit,5.6,14,,0.0,Others,
2026-06-05,blinkit,1.6,4,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,640.3,1804,,753.0,disposable spoon,
2026-06-05,blinkit,397.4,1116,,238.0,disposable cup,
2026-06-05,blinkit,188.2,524,,0.0,food container,
2026-06-06,blinkit,157,314,,189.0,katori,
2026-06-06,blinkit,2.5,5,,0.0,jaat,
2026-06-06,blinkit,1.5,3,,0.0,kat,
2026-06-06,blinkit,1,2,,0.0,kataifi,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,kathari,
2026-06-06,blinkit,5.5,11,,0.0,kathi,
2026-06-06,blinkit,1,2,,0.0,kathr,
2026-06-06,blinkit,3.5,7,,99.0,kato,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,2,4,,0.0,kattu,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,5,10,,0.0,kito,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,kto,
2026-06-06,blinkit,28,56,,0.0,small bowl,
2026-06-06,blinkit,3.5,7,,0.0,bowl small,
2026-06-06,blinkit,0.5,1,,0.0,bowls small,
2026-06-06,blinkit,3,6,,0.0,small bal,
2026-06-06,blinkit,0.5,1,,0.0,small ball,
2026-06-06,blinkit,1.5,3,,0.0,small balls,
2026-06-06,blinkit,4.5,9,,0.0,small bow,
2026-06-06,blinkit,1,2,,0.0,small bowl with,
2026-06-06,blinkit,0.5,1,,0.0,small bowls s,
2026-06-06,blinkit,1,2,,0.0,small bows,
2026-06-06,blinkit,2.5,5,,0.0,small pot,
2026-06-06,blinkit,1.5,3,,0.0,small vati,
2026-06-06,blinkit,1,2,,0.0,snack bowl,
2026-06-06,blinkit,36.5,73,,189.0,paper bowl,
2026-06-06,blinkit,55,110,,0.0,bowls,
2026-06-06,blinkit,961,1922,,992.0,bowl,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,3,6,,0.0,Others,
2026-06-06,blinkit,3,6,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,26,52,,0.0,boul,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,162.5,325,,0.0,bow,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,3,6,,0.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,5.5,11,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,4,8,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,9,18,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,3.5,7,,0.0,Others,
2026-06-06,blinkit,6,12,,0.0,Others,
2026-06-06,blinkit,3,6,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,5,10,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,200,400,,3078.0,disposable bowl,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,33.5,67,,0.0,Others,
2026-06-06,blinkit,112.5,225,,0.0,bow,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,Others,
2026-06-06,blinkit,2.5,5,,189.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,2,4,,99.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,11.5,23,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,11,22,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,10.5,21,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,Others,
2026-06-06,blinkit,7,14,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,32,64,,99.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,3.5,7,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,110,220,,169.0,disp,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,476,952,,1548.0,dispo,
2026-06-06,blinkit,0.5,1,,99.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,63.5,127,,198.0,dispos,
2026-06-06,blinkit,154.5,309,,515.0,disposa,
2026-06-06,blinkit,18.5,37,,0.0,Others,
2026-06-06,blinkit,15,30,,0.0,Others,
2026-06-06,blinkit,377,754,,932.0,disposable,
2026-06-06,blinkit,16.5,33,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,4,8,,0.0,Others,
2026-06-06,blinkit,20,40,,0.0,Others,
2026-06-06,blinkit,6,12,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,6.5,13,,0.0,Others,
2026-06-06,blinkit,20,40,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,31.5,63,,99.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,14.5,29,,378.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,3.5,7,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,6.5,13,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,5,10,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,11.5,23,,0.0,Others,
2026-06-06,blinkit,4,8,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,0.5,1,,378.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,65.5,131,,198.0,disposal,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,4,8,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,778.2,1630,,2280.0,paper plate,
2026-06-06,blinkit,716.3,1498,,2171.0,plates,
2026-06-06,blinkit,227.8,475,,456.0,paper plates,
2026-06-06,blinkit,204.9,425,,1439.0,disposable plates,
2026-06-06,blinkit,202.2,421,,943.0,use and throw plate,
2026-06-06,blinkit,291.4,803,,2004.0,dona,
2026-06-06,blinkit,455.8,1275,,833.0,pattal,
2026-06-06,blinkit,10.8,30,,0.0,Others,
2026-06-06,blinkit,147.3,418,,119.0,patal,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,20.7,59,,0.0,patt,
2026-06-06,blinkit,42,119,,0.0,patta,
2026-06-06,blinkit,2.2,6,,0.0,Others,
2026-06-06,blinkit,1.2,3,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,176.8,498,,0.0,patravali,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,56.2,153,,0.0,patr,
2026-06-06,blinkit,162.3,456,,0.0,patra,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,3.4,9,,0.0,Others,
2026-06-06,blinkit,5.4,15,,0.0,Others,
2026-06-06,blinkit,12,33,,0.0,Others,
2026-06-06,blinkit,7.9,22,,0.0,compostable plates,
2026-06-06,blinkit,22.8,76,,0.0,sugarcane plates,
2026-06-06,blinkit,40.8,136,,0.0,areca plate,
2026-06-06,blinkit,1.2,4,,0.0,Others,
2026-06-06,blinkit,0.9,3,,0.0,Others,
2026-06-06,blinkit,0.6,2,,0.0,Others,
2026-06-06,blinkit,3.3,11,,0.0,Others,
2026-06-06,blinkit,1.5,5,,0.0,Others,
2026-06-06,blinkit,349.8,1166,,0.0,are,
2026-06-06,blinkit,0.6,2,,0.0,Others,
2026-06-06,blinkit,0.6,2,,0.0,Others,
2026-06-06,blinkit,8.7,29,,0.0,Others,
2026-06-06,blinkit,96.6,322,,0.0,areca,
2026-06-06,blinkit,6.9,23,,0.0,Others,
2026-06-06,blinkit,3.3,11,,0.0,Others,
2026-06-06,blinkit,5.7,19,,0.0,Others,
2026-06-06,blinkit,3,10,,169.0,Others,
2026-06-06,blinkit,20.4,68,,0.0,Others,
2026-06-06,blinkit,1.2,4,,0.0,Others,
2026-06-06,blinkit,13.2,44,,0.0,Others,
2026-06-06,blinkit,0.6,2,,0.0,Others,
2026-06-06,blinkit,0.6,2,,0.0,Others,
2026-06-06,blinkit,53.9,150,,0.0,bamboo plate,
2026-06-06,blinkit,105.6,293,,99.0,banana leaf plate,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,1.8,5,,0.0,Others,
2026-06-06,blinkit,25.5,72,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,1.2,3,,0.0,Others,
2026-06-06,blinkit,91.1,252,,0.0,banana le,
2026-06-06,blinkit,141.5,393,,0.0,banana lea,
2026-06-06,blinkit,409.6,1153,,288.0,banana leaf,
2026-06-06,blinkit,2,5,,0.0,Others,
2026-06-06,blinkit,1.4,4,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,2.2,6,,0.0,Others,
2026-06-06,blinkit,3,8,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,2.7,7,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,2.6,7,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,1.2,3,,0.0,Others,
2026-06-06,blinkit,2.4,6,,0.0,Others,
2026-06-06,blinkit,12.4,32,,0.0,Others,
2026-06-06,blinkit,5.8,15,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,9.3,25,,0.0,Others,
2026-06-06,blinkit,4.4,12,,0.0,Others,
2026-06-06,blinkit,0.4,1,,0.0,Others,
2026-06-06,blinkit,2.3,6,,0.0,Others,
2026-06-06,blinkit,5.7,15,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,3.2,9,,0.0,Others,
2026-06-06,blinkit,1.2,3,,0.0,Others,
2026-06-06,blinkit,2.4,6,,0.0,Others,
2026-06-06,blinkit,13.6,36,,0.0,Others,
2026-06-06,blinkit,14.3,39,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,19.2,53,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,0.6,2,,0.0,bagasse plates,
2026-06-06,blinkit,202.8,676,,1181.0,disp,
2026-06-06,blinkit,150,500,,1170.0,disposa,
2026-06-06,blinkit,138.9,463,,536.0,dispos,
2026-06-06,blinkit,37.8,126,,0.0,disposabl,
2026-06-06,blinkit,474.6,1582,,1675.0,dispo,
2026-06-06,blinkit,281.7,939,,555.0,disposal,
2026-06-06,blinkit,71,153,,238.0,steel plate,
2026-06-06,blinkit,2.8,6,,0.0,Others,
2026-06-06,blinkit,17.8,38,,0.0,plat,
2026-06-06,blinkit,145.9,317,,69.0,plate,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,3.4,7,,0.0,Others,
2026-06-06,blinkit,4.6,10,,0.0,Others,
2026-06-06,blinkit,0.5,1,,0.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,2.8,6,,0.0,Others,
2026-06-06,blinkit,2.8,6,,0.0,Others,
2026-06-06,blinkit,2.4,5,,0.0,Others,
2026-06-06,blinkit,3.8,8,,0.0,Others,
2026-06-06,blinkit,9.3,19,,0.0,Others,
2026-06-06,blinkit,36.7,79,,0.0,stee,
2026-06-06,blinkit,105,227,,0.0,steel,
2026-06-06,blinkit,1.4,3,,0.0,Others,
2026-06-06,blinkit,3,6,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,2.5,5,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,2,4,,0.0,Others,
2026-06-06,blinkit,1.5,3,,0.0,Others,
2026-06-06,blinkit,1,2,,0.0,Others,
2026-06-06,blinkit,24.3,81,,188.0,plastic plate,
2026-06-06,blinkit,1.8,6,,0.0,plastic glass,
2026-06-06,blinkit,1.2,4,,0.0,plastic pe,
2026-06-06,blinkit,8.7,29,,0.0,plastic pl,
2026-06-06,blinkit,3,10,,0.0,plastic pla,
2026-06-06,blinkit,5.4,18,,0.0,plastic plant,
2026-06-06,blinkit,1.8,6,,0.0,plastic plat,
2026-06-06,blinkit,4.5,15,,0.0,plastic plates,
2026-06-06,blinkit,0.6,2,,0.0,Others,
2026-06-06,blinkit,0.9,3,,0.0,plate plastic,
2026-06-06,blinkit,85.6,214,,237.0,plastic bowl,
2026-06-06,blinkit,9.2,23,,0.0,Others,
2026-06-06,blinkit,6.8,17,,0.0,Others,
2026-06-06,blinkit,115.6,289,,0.0,bowl,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,3.2,8,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,1.6,4,,0.0,Others,
2026-06-06,blinkit,0.4,1,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,11.2,28,,0.0,Others,
2026-06-06,blinkit,7.6,19,,0.0,Others,
2026-06-06,blinkit,2.4,6,,0.0,Others,
2026-06-06,blinkit,27.2,68,,169.0,plastic,
2026-06-06,blinkit,7.6,19,,0.0,Others,
2026-06-06,blinkit,0.4,1,,0.0,Others,
2026-06-06,blinkit,32,80,,0.0,plastic bo,
2026-06-06,blinkit,4.4,11,,0.0,Others,
2026-06-06,blinkit,1.6,4,,0.0,Others,
2026-06-06,blinkit,9.6,24,,0.0,Others,
2026-06-06,blinkit,1.6,4,,0.0,Others,
2026-06-06,blinkit,1.2,3,,0.0,Others,
2026-06-06,blinkit,2,5,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,2,5,,0.0,Others,
2026-06-06,blinkit,19.2,48,,0.0,plastic spoon,
2026-06-06,blinkit,4.8,12,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,2,5,,0.0,Others,
2026-06-06,blinkit,0.8,2,,0.0,Others,
2026-06-06,blinkit,385.4,1082,,169.0,disposable spoon,
2026-06-06,blinkit,311.4,873,,902.0,disposable cup,
2026-06-06,blinkit,173.4,481,,0.0,food container,
2026-06-07,blinkit,117,234,,119.0,katori,
2026-06-07,blinkit,3.5,7,,0.0,jaat,
2026-06-07,blinkit,1,2,,0.0,Others,
2026-06-07,blinkit,2,4,,0.0,kata,
2026-06-07,blinkit,2,4,,0.0,katha,
2026-06-07,blinkit,1,2,,0.0,Others,
2026-06-07,blinkit,3.5,7,,0.0,kathi,
2026-06-07,blinkit,9.5,19,,0.0,kato,
2026-06-07,blinkit,0.5,1,,0.0,Others,
2026-06-07,blinkit,0.5,1,,0.0,Others,
2026-06-07,blinkit,1.5,3,,0.0,katri kai,
2026-06-07,blinkit,1,2,,0.0,Others,
2026-06-07,blinkit,3,6,,0.0,kattu,
2026-06-07,blinkit,0.5,1,,0.0,Others,
2026-06-07,blinkit,12,24,,0.0,kito,
2026-06-07,blinkit,6.5,13,,0.0,kot,
2026-06-07,blinkit,1.5,3,,0.0,koth,
2026-06-07,blinkit,3.5,7,,0.0,kotha,
